geolocation,Year,indicator,value,Target_Number
Region 1: Ilocos Region,2015,1.4.1 Net Elem Enrolment Rate (Boys),97.18,1.4.
Region 1: Ilocos Region,2016,1.4.1 Net Elem Enrolment Rate (Boys),95.5,1.4.
Region 1: Ilocos Region,2017,1.4.1 Net Elem Enrolment Rate (Boys),93.13,1.4.
Region 1: Ilocos Region,2018,1.4.1 Net Elem Enrolment Rate (Boys),91.26,1.4.
Region 1: Ilocos Region,2019,1.4.1 Net Elem Enrolment Rate (Boys),90.35,1.4.
Region 1: Ilocos Region,2020,1.4.1 Net Elem Enrolment Rate (Boys),86.6105,1.4.
Region 1: Ilocos Region,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 1: Ilocos Region,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 2: Cagayan Valley,2000,1.4.1 Net Elem Enrolment Rate (Boys),95.57,1.4.
Region 2: Cagayan Valley,2001,1.4.1 Net Elem Enrolment Rate (Boys),88.99,1.4.
Region 2: Cagayan Valley,2002,1.4.1 Net Elem Enrolment Rate (Boys),86.24,1.4.
Region 2: Cagayan Valley,2003,1.4.1 Net Elem Enrolment Rate (Boys),85.2,1.4.
Region 2: Cagayan Valley,2004,1.4.1 Net Elem Enrolment Rate (Boys),82.47,1.4.
Region 2: Cagayan Valley,2005,1.4.1 Net Elem Enrolment Rate (Boys),79.52,1.4.
Region 2: Cagayan Valley,2006,1.4.1 Net Elem Enrolment Rate (Boys),77.39,1.4.
Region 2: Cagayan Valley,2007,1.4.1 Net Elem Enrolment Rate (Boys),77.19,1.4.
Region 2: Cagayan Valley,2008,1.4.1 Net Elem Enrolment Rate (Boys),76.14,1.4.
Region 2: Cagayan Valley,2009,1.4.1 Net Elem Enrolment Rate (Boys),94.45,1.4.
Region 2: Cagayan Valley,2010,1.4.1 Net Elem Enrolment Rate (Boys),94.31,1.4.
Region 2: Cagayan Valley,2011,1.4.1 Net Elem Enrolment Rate (Boys),96.32,1.4.
Region 2: Cagayan Valley,2012,1.4.1 Net Elem Enrolment Rate (Boys),97.87,1.4.
Region 2: Cagayan Valley,2013,1.4.1 Net Elem Enrolment Rate (Boys),100,1.4.
Region 2: Cagayan Valley,2014,1.4.1 Net Elem Enrolment Rate (Boys),101.04,1.4.
Region 2: Cagayan Valley,2015,1.4.1 Net Elem Enrolment Rate (Boys),102.5,1.4.
Region 2: Cagayan Valley,2016,1.4.1 Net Elem Enrolment Rate (Boys),100.68,1.4.
Region 2: Cagayan Valley,2017,1.4.1 Net Elem Enrolment Rate (Boys),98.73,1.4.
Region 2: Cagayan Valley,2018,1.4.1 Net Elem Enrolment Rate (Boys),97.32,1.4.
Region 2: Cagayan Valley,2019,1.4.1 Net Elem Enrolment Rate (Boys),97.31,1.4.
Region 2: Cagayan Valley,2020,1.4.1 Net Elem Enrolment Rate (Boys),94.053,1.4.
Region 2: Cagayan Valley,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 2: Cagayan Valley,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 3: Central Luzon,2000,1.4.1 Net Elem Enrolment Rate (Boys),98.77,1.4.
Region 3: Central Luzon,2001,1.4.1 Net Elem Enrolment Rate (Boys),86.21,1.4.
Region 3: Central Luzon,2002,1.4.1 Net Elem Enrolment Rate (Boys),93.3,1.4.
Region 3: Central Luzon,2003,1.4.1 Net Elem Enrolment Rate (Boys),93.29,1.4.
Region 3: Central Luzon,2004,1.4.1 Net Elem Enrolment Rate (Boys),91.76,1.4.
Region 3: Central Luzon,2005,1.4.1 Net Elem Enrolment Rate (Boys),90.38,1.4.
Region 3: Central Luzon,2006,1.4.1 Net Elem Enrolment Rate (Boys),88.82,1.4.
Region 3: Central Luzon,2007,1.4.1 Net Elem Enrolment Rate (Boys),91.01,1.4.
Region 3: Central Luzon,2008,1.4.1 Net Elem Enrolment Rate (Boys),90.86,1.4.
Region 3: Central Luzon,2009,1.4.1 Net Elem Enrolment Rate (Boys),90.21,1.4.
Region 3: Central Luzon,2010,1.4.1 Net Elem Enrolment Rate (Boys),96.8,1.4.
Region 3: Central Luzon,2011,1.4.1 Net Elem Enrolment Rate (Boys),98.26,1.4.
Region 3: Central Luzon,2012,1.4.1 Net Elem Enrolment Rate (Boys),97.86,1.4.
Region 3: Central Luzon,2013,1.4.1 Net Elem Enrolment Rate (Boys),98.83,1.4.
Region 3: Central Luzon,2014,1.4.1 Net Elem Enrolment Rate (Boys),99.36,1.4.
Region 3: Central Luzon,2015,1.4.1 Net Elem Enrolment Rate (Boys),98.66,1.4.
Region 3: Central Luzon,2016,1.4.1 Net Elem Enrolment Rate (Boys),98.62,1.4.
Region 3: Central Luzon,2017,1.4.1 Net Elem Enrolment Rate (Boys),97.95,1.4.
Region 3: Central Luzon,2018,1.4.1 Net Elem Enrolment Rate (Boys),99.2,1.4.
Region 3: Central Luzon,2019,1.4.1 Net Elem Enrolment Rate (Boys),100.02,1.4.
Region 3: Central Luzon,2020,1.4.1 Net Elem Enrolment Rate (Boys),95.4649,1.4.
Region 3: Central Luzon,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 3: Central Luzon,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 4A: CALABARZON,2000,1.4.1 Net Elem Enrolment Rate (Boys),97.98,1.4.
Region 4A: CALABARZON,2001,1.4.1 Net Elem Enrolment Rate (Boys),92.96,1.4.
Region 4A: CALABARZON,2002,1.4.1 Net Elem Enrolment Rate (Boys),95.43,1.4.
Region 4A: CALABARZON,2003,1.4.1 Net Elem Enrolment Rate (Boys),94.73,1.4.
Region 4A: CALABARZON,2004,1.4.1 Net Elem Enrolment Rate (Boys),94.6,1.4.
Region 4A: CALABARZON,2005,1.4.1 Net Elem Enrolment Rate (Boys),92.22,1.4.
Region 4A: CALABARZON,2006,1.4.1 Net Elem Enrolment Rate (Boys),91.8,1.4.
Region 4A: CALABARZON,2007,1.4.1 Net Elem Enrolment Rate (Boys),93.45,1.4.
Region 4A: CALABARZON,2008,1.4.1 Net Elem Enrolment Rate (Boys),93.67,1.4.
Region 4A: CALABARZON,2009,1.4.1 Net Elem Enrolment Rate (Boys),86.44,1.4.
Region 4A: CALABARZON,2010,1.4.1 Net Elem Enrolment Rate (Boys),92.76,1.4.
Region 4A: CALABARZON,2011,1.4.1 Net Elem Enrolment Rate (Boys),95.58,1.4.
Region 4A: CALABARZON,2012,1.4.1 Net Elem Enrolment Rate (Boys),96.61,1.4.
Region 4A: CALABARZON,2013,1.4.1 Net Elem Enrolment Rate (Boys),95.48,1.4.
Region 4A: CALABARZON,2014,1.4.1 Net Elem Enrolment Rate (Boys),96.67,1.4.
Region 4A: CALABARZON,2015,1.4.1 Net Elem Enrolment Rate (Boys),95.9,1.4.
Region 4A: CALABARZON,2016,1.4.1 Net Elem Enrolment Rate (Boys),96.94,1.4.
Region 4A: CALABARZON,2017,1.4.1 Net Elem Enrolment Rate (Boys),96.04,1.4.
Region 4A: CALABARZON,2018,1.4.1 Net Elem Enrolment Rate (Boys),97.34,1.4.
Region 4A: CALABARZON,2019,1.4.1 Net Elem Enrolment Rate (Boys),97.87,1.4.
Region 4A: CALABARZON,2020,1.4.1 Net Elem Enrolment Rate (Boys),91.5134,1.4.
Region 4A: CALABARZON,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 4A: CALABARZON,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 5: Bicol Region,2000,1.4.1 Net Elem Enrolment Rate (Boys),95.8,1.4.
Region 5: Bicol Region,2001,1.4.1 Net Elem Enrolment Rate (Boys),90.83,1.4.
Region 5: Bicol Region,2002,1.4.1 Net Elem Enrolment Rate (Boys),90,1.4.
Region 5: Bicol Region,2003,1.4.1 Net Elem Enrolment Rate (Boys),88.29,1.4.
Region 5: Bicol Region,2004,1.4.1 Net Elem Enrolment Rate (Boys),86.71,1.4.
Region 5: Bicol Region,2005,1.4.1 Net Elem Enrolment Rate (Boys),84.3,1.4.
Region 5: Bicol Region,2006,1.4.1 Net Elem Enrolment Rate (Boys),82.82,1.4.
Region 5: Bicol Region,2007,1.4.1 Net Elem Enrolment Rate (Boys),84.57,1.4.
Region 5: Bicol Region,2008,1.4.1 Net Elem Enrolment Rate (Boys),84.5,1.4.
Region 5: Bicol Region,2009,1.4.1 Net Elem Enrolment Rate (Boys),91.77,1.4.
Region 5: Bicol Region,2010,1.4.1 Net Elem Enrolment Rate (Boys),96.44,1.4.
Region 5: Bicol Region,2011,1.4.1 Net Elem Enrolment Rate (Boys),98.75,1.4.
Region 5: Bicol Region,2012,1.4.1 Net Elem Enrolment Rate (Boys),98.56,1.4.
Region 5: Bicol Region,2013,1.4.1 Net Elem Enrolment Rate (Boys),98.67,1.4.
Region 5: Bicol Region,2014,1.4.1 Net Elem Enrolment Rate (Boys),98.34,1.4.
Region 5: Bicol Region,2015,1.4.1 Net Elem Enrolment Rate (Boys),96.75,1.4.
Region 5: Bicol Region,2016,1.4.1 Net Elem Enrolment Rate (Boys),96.38,1.4.
Region 5: Bicol Region,2017,1.4.1 Net Elem Enrolment Rate (Boys),94.13,1.4.
Region 5: Bicol Region,2018,1.4.1 Net Elem Enrolment Rate (Boys),93.82,1.4.
Region 5: Bicol Region,2019,1.4.1 Net Elem Enrolment Rate (Boys),93.09,1.4.
Region 5: Bicol Region,2020,1.4.1 Net Elem Enrolment Rate (Boys),87.6157,1.4.
Region 5: Bicol Region,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 5: Bicol Region,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 6: Western Visayas,2000,1.4.1 Net Elem Enrolment Rate (Boys),96.28,1.4.
Region 6: Western Visayas,2001,1.4.1 Net Elem Enrolment Rate (Boys),88.85,1.4.
Region 6: Western Visayas,2002,1.4.1 Net Elem Enrolment Rate (Boys),85.24,1.4.
Region 6: Western Visayas,2003,1.4.1 Net Elem Enrolment Rate (Boys),82.6,1.4.
Region 6: Western Visayas,2004,1.4.1 Net Elem Enrolment Rate (Boys),79.88,1.4.
Region 6: Western Visayas,2005,1.4.1 Net Elem Enrolment Rate (Boys),76.53,1.4.
Region 6: Western Visayas,2006,1.4.1 Net Elem Enrolment Rate (Boys),74.45,1.4.
Region 6: Western Visayas,2007,1.4.1 Net Elem Enrolment Rate (Boys),75,1.4.
Region 6: Western Visayas,2008,1.4.1 Net Elem Enrolment Rate (Boys),74.81,1.4.
Region 6: Western Visayas,2009,1.4.1 Net Elem Enrolment Rate (Boys),85.9,1.4.
Region 6: Western Visayas,2010,1.4.1 Net Elem Enrolment Rate (Boys),92,1.4.
Region 6: Western Visayas,2011,1.4.1 Net Elem Enrolment Rate (Boys),94.91,1.4.
Region 6: Western Visayas,2012,1.4.1 Net Elem Enrolment Rate (Boys),96.06,1.4.
Region 6: Western Visayas,2013,1.4.1 Net Elem Enrolment Rate (Boys),97.56,1.4.
Region 6: Western Visayas,2014,1.4.1 Net Elem Enrolment Rate (Boys),98.64,1.4.
Region 6: Western Visayas,2015,1.4.1 Net Elem Enrolment Rate (Boys),99.27,1.4.
Region 6: Western Visayas,2016,1.4.1 Net Elem Enrolment Rate (Boys),99.72,1.4.
Region 6: Western Visayas,2017,1.4.1 Net Elem Enrolment Rate (Boys),97.64,1.4.
Region 6: Western Visayas,2018,1.4.1 Net Elem Enrolment Rate (Boys),98.24,1.4.
Region 6: Western Visayas,2019,1.4.1 Net Elem Enrolment Rate (Boys),97.74,1.4.
Region 6: Western Visayas,2020,1.4.1 Net Elem Enrolment Rate (Boys),94.3939,1.4.
Region 6: Western Visayas,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 6: Western Visayas,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 7: Central Visayas,2000,1.4.1 Net Elem Enrolment Rate (Boys),97.17,1.4.
Region 7: Central Visayas,2001,1.4.1 Net Elem Enrolment Rate (Boys),88.01,1.4.
Region 7: Central Visayas,2002,1.4.1 Net Elem Enrolment Rate (Boys),87.54,1.4.
Region 7: Central Visayas,2003,1.4.1 Net Elem Enrolment Rate (Boys),84.9,1.4.
Region 7: Central Visayas,2004,1.4.1 Net Elem Enrolment Rate (Boys),82.88,1.4.
Region 7: Central Visayas,2005,1.4.1 Net Elem Enrolment Rate (Boys),79.37,1.4.
Region 7: Central Visayas,2006,1.4.1 Net Elem Enrolment Rate (Boys),78.28,1.4.
Region 7: Central Visayas,2007,1.4.1 Net Elem Enrolment Rate (Boys),79.68,1.4.
Region 7: Central Visayas,2008,1.4.1 Net Elem Enrolment Rate (Boys),81.29,1.4.
Region 7: Central Visayas,2009,1.4.1 Net Elem Enrolment Rate (Boys),89.2,1.4.
Region 7: Central Visayas,2010,1.4.1 Net Elem Enrolment Rate (Boys),94.23,1.4.
Region 7: Central Visayas,2011,1.4.1 Net Elem Enrolment Rate (Boys),97.32,1.4.
Region 7: Central Visayas,2012,1.4.1 Net Elem Enrolment Rate (Boys),99.07,1.4.
Region 7: Central Visayas,2013,1.4.1 Net Elem Enrolment Rate (Boys),100.59,1.4.
Region 7: Central Visayas,2014,1.4.1 Net Elem Enrolment Rate (Boys),101.32,1.4.
Region 7: Central Visayas,2015,1.4.1 Net Elem Enrolment Rate (Boys),102.01,1.4.
Region 7: Central Visayas,2016,1.4.1 Net Elem Enrolment Rate (Boys),101.69,1.4.
Region 7: Central Visayas,2017,1.4.1 Net Elem Enrolment Rate (Boys),98.47,1.4.
Region 7: Central Visayas,2018,1.4.1 Net Elem Enrolment Rate (Boys),98.62,1.4.
Region 7: Central Visayas,2019,1.4.1 Net Elem Enrolment Rate (Boys),98.08,1.4.
Region 7: Central Visayas,2020,1.4.1 Net Elem Enrolment Rate (Boys),92.999,1.4.
Region 7: Central Visayas,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 7: Central Visayas,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 8: Eastern Visayas,2000,1.4.1 Net Elem Enrolment Rate (Boys),93.67,1.4.
Region 8: Eastern Visayas,2001,1.4.1 Net Elem Enrolment Rate (Boys),85.61,1.4.
Region 8: Eastern Visayas,2002,1.4.1 Net Elem Enrolment Rate (Boys),84.54,1.4.
Region 8: Eastern Visayas,2003,1.4.1 Net Elem Enrolment Rate (Boys),81.99,1.4.
Region 8: Eastern Visayas,2004,1.4.1 Net Elem Enrolment Rate (Boys),81.53,1.4.
Region 8: Eastern Visayas,2005,1.4.1 Net Elem Enrolment Rate (Boys),78.22,1.4.
Region 8: Eastern Visayas,2006,1.4.1 Net Elem Enrolment Rate (Boys),76.48,1.4.
Region 8: Eastern Visayas,2007,1.4.1 Net Elem Enrolment Rate (Boys),77.86,1.4.
Region 8: Eastern Visayas,2008,1.4.1 Net Elem Enrolment Rate (Boys),79.46,1.4.
Region 8: Eastern Visayas,2009,1.4.1 Net Elem Enrolment Rate (Boys),88.72,1.4.
Region 8: Eastern Visayas,2010,1.4.1 Net Elem Enrolment Rate (Boys),93.91,1.4.
Region 8: Eastern Visayas,2011,1.4.1 Net Elem Enrolment Rate (Boys),95.55,1.4.
Region 8: Eastern Visayas,2012,1.4.1 Net Elem Enrolment Rate (Boys),95.69,1.4.
Region 8: Eastern Visayas,2013,1.4.1 Net Elem Enrolment Rate (Boys),95.49,1.4.
Region 8: Eastern Visayas,2014,1.4.1 Net Elem Enrolment Rate (Boys),95.82,1.4.
Region 8: Eastern Visayas,2015,1.4.1 Net Elem Enrolment Rate (Boys),94.81,1.4.
Region 8: Eastern Visayas,2016,1.4.1 Net Elem Enrolment Rate (Boys),94.19,1.4.
Region 8: Eastern Visayas,2017,1.4.1 Net Elem Enrolment Rate (Boys),92.76,1.4.
Region 8: Eastern Visayas,2018,1.4.1 Net Elem Enrolment Rate (Boys),91.82,1.4.
Region 8: Eastern Visayas,2019,1.4.1 Net Elem Enrolment Rate (Boys),91.44,1.4.
Region 8: Eastern Visayas,2020,1.4.1 Net Elem Enrolment Rate (Boys),89.1237,1.4.
Region 8: Eastern Visayas,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 8: Eastern Visayas,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 9: Zamboanga Peninsula,2000,1.4.1 Net Elem Enrolment Rate (Boys),93.06,1.4.
Region 9: Zamboanga Peninsula,2001,1.4.1 Net Elem Enrolment Rate (Boys),89.93,1.4.
Region 9: Zamboanga Peninsula,2002,1.4.1 Net Elem Enrolment Rate (Boys),89.43,1.4.
Region 9: Zamboanga Peninsula,2003,1.4.1 Net Elem Enrolment Rate (Boys),84.02,1.4.
Region 9: Zamboanga Peninsula,2004,1.4.1 Net Elem Enrolment Rate (Boys),81.94,1.4.
Region 9: Zamboanga Peninsula,2005,1.4.1 Net Elem Enrolment Rate (Boys),78.3,1.4.
Region 9: Zamboanga Peninsula,2006,1.4.1 Net Elem Enrolment Rate (Boys),76.78,1.4.
Region 9: Zamboanga Peninsula,2007,1.4.1 Net Elem Enrolment Rate (Boys),78.37,1.4.
Region 9: Zamboanga Peninsula,2008,1.4.1 Net Elem Enrolment Rate (Boys),78.87,1.4.
Region 9: Zamboanga Peninsula,2009,1.4.1 Net Elem Enrolment Rate (Boys),90.45,1.4.
Region 9: Zamboanga Peninsula,2010,1.4.1 Net Elem Enrolment Rate (Boys),92.83,1.4.
Region 9: Zamboanga Peninsula,2011,1.4.1 Net Elem Enrolment Rate (Boys),96.18,1.4.
Region 9: Zamboanga Peninsula,2012,1.4.1 Net Elem Enrolment Rate (Boys),94.41,1.4.
Region 9: Zamboanga Peninsula,2013,1.4.1 Net Elem Enrolment Rate (Boys),91.41,1.4.
Region 9: Zamboanga Peninsula,2014,1.4.1 Net Elem Enrolment Rate (Boys),94.04,1.4.
Region 9: Zamboanga Peninsula,2015,1.4.1 Net Elem Enrolment Rate (Boys),92.78,1.4.
Region 9: Zamboanga Peninsula,2016,1.4.1 Net Elem Enrolment Rate (Boys),91.56,1.4.
Region 9: Zamboanga Peninsula,2017,1.4.1 Net Elem Enrolment Rate (Boys),90.21,1.4.
Region 9: Zamboanga Peninsula,2018,1.4.1 Net Elem Enrolment Rate (Boys),91.25,1.4.
Region 9: Zamboanga Peninsula,2019,1.4.1 Net Elem Enrolment Rate (Boys),91.22,1.4.
Region 9: Zamboanga Peninsula,2020,1.4.1 Net Elem Enrolment Rate (Boys),88.706,1.4.
Region 9: Zamboanga Peninsula,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 9: Zamboanga Peninsula,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 10: Northern Mindanao,2000,1.4.1 Net Elem Enrolment Rate (Boys),95.98,1.4.
Region 10: Northern Mindanao,2001,1.4.1 Net Elem Enrolment Rate (Boys),92.92,1.4.
Region 10: Northern Mindanao,2002,1.4.1 Net Elem Enrolment Rate (Boys),88.59,1.4.
Region 10: Northern Mindanao,2003,1.4.1 Net Elem Enrolment Rate (Boys),85.96,1.4.
Region 10: Northern Mindanao,2004,1.4.1 Net Elem Enrolment Rate (Boys),83.39,1.4.
Region 10: Northern Mindanao,2005,1.4.1 Net Elem Enrolment Rate (Boys),79.36,1.4.
Region 10: Northern Mindanao,2006,1.4.1 Net Elem Enrolment Rate (Boys),78.01,1.4.
Region 10: Northern Mindanao,2007,1.4.1 Net Elem Enrolment Rate (Boys),79.66,1.4.
Region 10: Northern Mindanao,2008,1.4.1 Net Elem Enrolment Rate (Boys),80.65,1.4.
Region 10: Northern Mindanao,2009,1.4.1 Net Elem Enrolment Rate (Boys),90.91,1.4.
Region 10: Northern Mindanao,2010,1.4.1 Net Elem Enrolment Rate (Boys),91.57,1.4.
Region 10: Northern Mindanao,2011,1.4.1 Net Elem Enrolment Rate (Boys),94.05,1.4.
Region 10: Northern Mindanao,2012,1.4.1 Net Elem Enrolment Rate (Boys),94.47,1.4.
Region 10: Northern Mindanao,2013,1.4.1 Net Elem Enrolment Rate (Boys),94.18,1.4.
Region 10: Northern Mindanao,2014,1.4.1 Net Elem Enrolment Rate (Boys),94.73,1.4.
Region 10: Northern Mindanao,2015,1.4.1 Net Elem Enrolment Rate (Boys),95.43,1.4.
Region 10: Northern Mindanao,2016,1.4.1 Net Elem Enrolment Rate (Boys),97.58,1.4.
Region 10: Northern Mindanao,2017,1.4.1 Net Elem Enrolment Rate (Boys),97.15,1.4.
Region 10: Northern Mindanao,2018,1.4.1 Net Elem Enrolment Rate (Boys),98.93,1.4.
Region 10: Northern Mindanao,2019,1.4.1 Net Elem Enrolment Rate (Boys),100.1,1.4.
Region 10: Northern Mindanao,2020,1.4.1 Net Elem Enrolment Rate (Boys),97.9734,1.4.
Region 10: Northern Mindanao,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 10: Northern Mindanao,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 11: Davao Region,2000,1.4.1 Net Elem Enrolment Rate (Boys),93.42,1.4.
Region 11: Davao Region,2001,1.4.1 Net Elem Enrolment Rate (Boys),83.76,1.4.
Region 11: Davao Region,2002,1.4.1 Net Elem Enrolment Rate (Boys),83.97,1.4.
Region 11: Davao Region,2003,1.4.1 Net Elem Enrolment Rate (Boys),83.03,1.4.
Region 11: Davao Region,2004,1.4.1 Net Elem Enrolment Rate (Boys),81.17,1.4.
Region 11: Davao Region,2005,1.4.1 Net Elem Enrolment Rate (Boys),77.71,1.4.
Region 11: Davao Region,2006,1.4.1 Net Elem Enrolment Rate (Boys),74.79,1.4.
Region 11: Davao Region,2007,1.4.1 Net Elem Enrolment Rate (Boys),76.44,1.4.
Region 11: Davao Region,2008,1.4.1 Net Elem Enrolment Rate (Boys),77.42,1.4.
Region 11: Davao Region,2009,1.4.1 Net Elem Enrolment Rate (Boys),92.19,1.4.
Region 11: Davao Region,2010,1.4.1 Net Elem Enrolment Rate (Boys),99.18,1.4.
Region 11: Davao Region,2011,1.4.1 Net Elem Enrolment Rate (Boys),99.86,1.4.
Region 11: Davao Region,2012,1.4.1 Net Elem Enrolment Rate (Boys),98.35,1.4.
Region 11: Davao Region,2013,1.4.1 Net Elem Enrolment Rate (Boys),100.44,1.4.
Region 11: Davao Region,2014,1.4.1 Net Elem Enrolment Rate (Boys),99.41,1.4.
Region 11: Davao Region,2015,1.4.1 Net Elem Enrolment Rate (Boys),101.04,1.4.
Region 11: Davao Region,2016,1.4.1 Net Elem Enrolment Rate (Boys),99.92,1.4.
Region 11: Davao Region,2017,1.4.1 Net Elem Enrolment Rate (Boys),96.59,1.4.
Region 11: Davao Region,2018,1.4.1 Net Elem Enrolment Rate (Boys),95.47,1.4.
Region 11: Davao Region,2019,1.4.1 Net Elem Enrolment Rate (Boys),93.15,1.4.
Region 11: Davao Region,2020,1.4.1 Net Elem Enrolment Rate (Boys),85.4676,1.4.
Region 11: Davao Region,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 11: Davao Region,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 12: SOCCSKSARGEN,2000,1.4.1 Net Elem Enrolment Rate (Boys),96.33,1.4.
Region 12: SOCCSKSARGEN,2001,1.4.1 Net Elem Enrolment Rate (Boys),85.74,1.4.
Region 12: SOCCSKSARGEN,2002,1.4.1 Net Elem Enrolment Rate (Boys),80.89,1.4.
Region 12: SOCCSKSARGEN,2003,1.4.1 Net Elem Enrolment Rate (Boys),79.8,1.4.
Region 12: SOCCSKSARGEN,2004,1.4.1 Net Elem Enrolment Rate (Boys),78.34,1.4.
Region 12: SOCCSKSARGEN,2005,1.4.1 Net Elem Enrolment Rate (Boys),75.77,1.4.
Region 12: SOCCSKSARGEN,2006,1.4.1 Net Elem Enrolment Rate (Boys),74.93,1.4.
Region 12: SOCCSKSARGEN,2007,1.4.1 Net Elem Enrolment Rate (Boys),77.4,1.4.
Region 12: SOCCSKSARGEN,2008,1.4.1 Net Elem Enrolment Rate (Boys),79.08,1.4.
Region 12: SOCCSKSARGEN,2009,1.4.1 Net Elem Enrolment Rate (Boys),82.51,1.4.
Region 12: SOCCSKSARGEN,2010,1.4.1 Net Elem Enrolment Rate (Boys),86.84,1.4.
Region 12: SOCCSKSARGEN,2011,1.4.1 Net Elem Enrolment Rate (Boys),89.43,1.4.
Region 12: SOCCSKSARGEN,2012,1.4.1 Net Elem Enrolment Rate (Boys),89.12,1.4.
Region 12: SOCCSKSARGEN,2013,1.4.1 Net Elem Enrolment Rate (Boys),89.64,1.4.
Region 12: SOCCSKSARGEN,2014,1.4.1 Net Elem Enrolment Rate (Boys),92.29,1.4.
Region 12: SOCCSKSARGEN,2015,1.4.1 Net Elem Enrolment Rate (Boys),93.47,1.4.
Region 12: SOCCSKSARGEN,2016,1.4.1 Net Elem Enrolment Rate (Boys),93.07,1.4.
Region 12: SOCCSKSARGEN,2017,1.4.1 Net Elem Enrolment Rate (Boys),91.44,1.4.
Region 12: SOCCSKSARGEN,2018,1.4.1 Net Elem Enrolment Rate (Boys),91.98,1.4.
Region 12: SOCCSKSARGEN,2019,1.4.1 Net Elem Enrolment Rate (Boys),91.82,1.4.
Region 12: SOCCSKSARGEN,2020,1.4.1 Net Elem Enrolment Rate (Boys),88.3066,1.4.
Region 12: SOCCSKSARGEN,2021,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
Region 12: SOCCSKSARGEN,2022,1.4.1 Net Elem Enrolment Rate (Boys),,1.4.
CAR: Cordillera Administrative Region,2000,1.4.1 Net Elem Enrolment Rate (Boys),94.26,1.4.
CAR: Cordillera Administrative Region,2001,1.4.1 Net Elem Enrolment Rate (Boys),91.96,1.4.
CAR: Cordillera Administrative Region,2002,1.4.1 Net Elem Enrolment Rate (Boys),90.53,1.4.
CAR: Cordillera Administrative Region,2003,1.4.1 Net Elem Enrolment Rate (Boys),88.36,1.4.
CAR: Cordillera Administrative Region,2004,1.4.1 Net Elem Enrolment Rate (Boys),85.52,1.4.
CAR: Cordillera Administrative Region,2005,1.4.1 Net Elem Enrolment Rate (Boys),81.75,1.4.
CAR: Cordillera Administrative Region,2006,1.4.1 Net Elem Enrolment Rate (Boys),80.19,1.4.
CAR: Cordillera Administrative Region,2007,1.4.1 Net Elem Enrolment Rate (Boys),81.01,1.4.
CAR: Cordillera Administrative Region,2008,1.4.1 Net Elem Enrolment Rate (Boys),81.69,1.4.
CAR: Cordillera Administrative Region,2009,1.4.1 Net Elem Enrolment Rate (Boys),98.84,1.4.
CAR: Cordillera Administrative Region,2010,1.4.1 Net Elem Enrolment Rate (Boys),96.73,1.4.
CAR: Cordillera Administrative Region,2011,1.4.1 Net Elem Enrolment Rate (Boys),99.96,1.4.
CAR: Cordillera Administrative Region,2012,1.4.1 Net Elem Enrolment Rate (Boys),99.56,1.4.
CAR: Cordillera Administrative Region,2013,1.4.1 Net Elem Enrolment Rate (Boys),99.85,1.4.
CAR: Cordillera Administrative Region,2014,1.4.1 Net Elem Enrolment Rate (Boys),100.27,1.4.
CAR: Cordillera Administrative Region,2015,1.4.1 Net Elem Enrolment Rate (Boys),99.42,1.4.
